evidence_id,task_code,school,stage,evidence_type,evidence_text,normalized_value,source_question,source_url,confidence,updated_at
cuhk__apply_student_visa__required_document__0107_00,apply_student_visa,CUHK,visa,required_document,"For other overseas students: To activate the student visa, you should enter into Hong Kong with the student visa and your passport.",passport,How do I activate my student visa/entry permit in Hong Kong?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__required_document__0108_01,apply_student_visa,CUHK,visa,required_document,"Please keep the landing slip and upload the copy, together with copies of the visa label and travel document, to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to fulfil the admission condition.",document; travel document,Should I keep the landing slip after entering Hong Kong?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
cuhk__apply_student_visa__action_instruction__0108_02,apply_student_visa,CUHK,visa,action_instruction,"Please keep the landing slip and upload the copy, together with copies of the visa label and travel document, to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to fulfil the admission condition.","Please keep the landing slip and upload the copy, together with copies of the visa label and travel document, to the Online Application System for Postgraduate Programmes (https://www.gradsch.cuhk.edu.hk/OnlineApp/login_email.aspx) to fulfil the admission condition.",Should I keep the landing slip after entering Hong Kong?,https://www.gs.cuhk.edu.hk/admissions/faqs,medium,2026-06-30
eduhk__apply_accommodation__source_context__0109_00,apply_accommodation,EdUHK,housing,source_context,Q: Am I Eligible to Apply for University Hall Living? A: On-campus - Everything You Need to Know Off-campus - Accommodation Reference Information Estimated Living Cost Life in Hong Kong Information Hub for Non-Local Students Non-local Student Support Services Anti-Scam Anti-Deception Coordination Centre(ADCC) Important Notes for Non-local Applicants EdUHK Graduate School Connect with us! Sitemap Privacy Policy Disclaimer,,Am I Eligible to Apply for University Hall Living?,https://gs.eduhk.hk/prospective/information-for-non-local-student/,low,2026-06-30
hkbu__pay_deposit__action_url__0110_00,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/1-plan-your-study-admission-requirements,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/1-plan-your-study-admission-requirements,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_01,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/1-plan-your-study-admission-timeline,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/1-plan-your-study-admission-timeline,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_02,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/1-plan-your-study-scholarships-and-financial-aids,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/1-plan-your-study-scholarships-and-financial-aids,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_03,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/2-submit-application-documents-required,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/2-submit-application-documents-required,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_04,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/2-submit-application-information-for-non-local-applicants,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/2-submit-application-information-for-non-local-applicants,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_05,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/3-check-your-status-application-management,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/3-check-your-status-application-management,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_06,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/3-check-your-status-result-notification,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/3-check-your-status-result-notification,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__pay_deposit__action_url__0110_07,pay_deposit,HKBU,offer_acceptance,action_url,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/4-accept-offer-offer-acceptance,https://ar.hkbu.edu.hk/tpg-studies/prospective-student/how-to-apply/4-accept-offer-offer-acceptance,How to Apply,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__accept_offer__action_url__0111_00,accept_offer,HKBU,offer_acceptance,action_url,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,Will I receive the original copy of the Admission Offer Letter?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__accept_offer__action_instruction__0111_01,accept_offer,HKBU,offer_acceptance,action_instruction,The Admission Offer Letter will be uploaded to the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details --> Application Status).,The Admission Offer Letter will be uploaded to the Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details --> Application Status).,Will I receive the original copy of the Admission Offer Letter?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__accept_offer__action_instruction__0111_02,accept_offer,HKBU,offer_acceptance,action_instruction,Please download it from the system and print it out for reference (see Screen below).,Please download it from the system and print it out for reference (see Screen below).,Will I receive the original copy of the Admission Offer Letter?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__accept_offer__action_instruction__0111_03,accept_offer,HKBU,offer_acceptance,action_instruction,Only soft copy is provided. [Click to Enlarge],Only soft copy is provided. [Click to Enlarge],Will I receive the original copy of the Admission Offer Letter?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__action_url__0112_00,submit_conditions,HKBU,offer_acceptance,action_url,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf,How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__deadline__0112_01,submit_conditions,HKBU,offer_acceptance,deadline,Please refer to the Offer Condition(s) as listed on Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details -> Offer Condition) and complete the Actions for fulfilment of offer condition(s) by the deadline(s) as shown.,Please refer to the Offer Condition(s) as listed on Online Application System (https://iss.hkbu.edu.hk/amsappl_pg/welcome.jsf) (Application Details -> Offer Condition) and complete the Actions for fulfilment of offer condition(s) by the deadline(s) as shown.,How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__deadline__0112_02,submit_conditions,HKBU,offer_acceptance,deadline,"Once the Actions for fulfilment of offer condition(s) has been completed and checked by the university, the Fulfilled column will be updated as ""Yes"".","Once the Actions for fulfilment of offer condition(s) has been completed and checked by the university, the Fulfilled column will be updated as ""Yes"".",How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__action_instruction__0112_03,submit_conditions,HKBU,offer_acceptance,action_instruction,"Once the Actions for fulfilment of offer condition(s) has been completed and checked by the university, the Fulfilled column will be updated as ""Yes"".","Once the Actions for fulfilment of offer condition(s) has been completed and checked by the university, the Fulfilled column will be updated as ""Yes"".",How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__action_instruction__0112_04,submit_conditions,HKBU,offer_acceptance,action_instruction,It normally takes about one month for the University to check and update the status.,It normally takes about one month for the University to check and update the status.,How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__deadline__0112_05,submit_conditions,HKBU,offer_acceptance,deadline,"If there is any issue, you will be contacted by email. [Click to Enlarge]","If there is any issue, you will be contacted by email. [Click to Enlarge]",How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__action_instruction__0112_06,submit_conditions,HKBU,offer_acceptance,action_instruction,"If there is any issue, you will be contacted by email. [Click to Enlarge]","If there is any issue, you will be contacted by email. [Click to Enlarge]",How can my conditional offer be confirmed?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__fee_amount__0113_00,submit_conditions,HKBU,offer_acceptance,fee_amount,"HK$5,000",HK$5000,What should I do if I cannot meet the offer condition(s) by the given due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
hkbu__submit_conditions__deadline__0113_01,submit_conditions,HKBU,offer_acceptance,deadline,"If you fail to achieve the required degree award and/or obtain the required English test score and/or other test score by the due date(s) as specified in the offer conditions (OAS -> Application Details -> Offer Condition), please write to the Taught Postgraduate Studies Section at hkbu_tpg@hkbu.edu.hk and attach relevant and sufficient documentary proof to your email for our consideration.","If you fail to achieve the required degree award and/or obtain the required English test score and/or other test score by the due date(s) as specified in the offer conditions (OAS -> Application Details -> Offer Condition), please write to the Taught Postgraduate Studies Section at hkbu_tpg@hkbu.edu.hk and attach relevant and sufficient documentary proof to your email for our consideration.",What should I do if I cannot meet the offer condition(s) by the given due date?,https://ar.hkbu.edu.hk/tpg-studies/faq/after-acceptance-of-admission-offer,medium,2026-06-30
